"ID";"Group";"FKG";"DKG";"Gender";"Elderly";"Age"
4934;11;1;0;"male";"65-";"50-54"
4935;24;0;1;"female";"65-";"15-19"
4936;31;1;1;"female";"65-";"50-54"
4937;33;1;1;"female";"65-";"60-64"
4938;4;0;0;"male";"65-";"15-19"
4939;37;1;1;"female";"65+";"80-84"
4940;5;1;1;"male";"65-";"20-24"
4941;20;1;1;"male";"65+";"95-99"
4942;40;1;0;"female";"65+";"95-99"
4943;24;1;0;"female";"65-";"15-19"
4944;24;0;0;"female";"65-";"15-19"
4945;1;0;0;"male";"65-";"0-4"
4946;36;1;1;"female";"65+";"75-79"
4947;18;0;1;"male";"65+";"85-89"
4948;2;1;1;"male";"65-";"5-9"
4949;32;0;0;"female";"65-";"55-59"
4950;25;0;1;"female";"65-";"20-24"
4951;40;1;1;"female";"65+";"95-99"
4952;11;0;1;"male";"65-";"50-54"
4953;6;0;1;"male";"65-";"25-29"
4954;29;0;0;"female";"65-";"40-44"
4955;24;0;0;"female";"65-";"15-19"
4956;38;1;1;"female";"65+";"85-89"
4957;21;1;1;"female";"65-";"0-4"
4958;20;1;1;"male";"65+";"95-99"
4959;37;1;0;"female";"65+";"80-84"
4960;36;0;1;"female";"65+";"75-79"
4961;17;1;1;"male";"65+";"80-84"
4962;14;1;1;"male";"65+";"65-69"
4963;20;0;1;"male";"65+";"95-99"
4964;38;1;1;"female";"65+";"85-89"
4965;7;1;1;"male";"65-";"30-34"
4966;37;1;1;"female";"65+";"80-84"
4967;20;0;0;"male";"65+";"95-99"
4968;23;1;1;"female";"65-";"10-14"
4969;5;1;0;"male";"65-";"20-24"
4970;31;0;1;"female";"65-";"50-54"
4971;18;1;1;"male";"65+";"85-89"
4972;26;0;0;"female";"65-";"25-29"
4973;11;1;1;"male";"65-";"50-54"
4974;26;1;0;"female";"65-";"25-29"
4975;18;0;0;"male";"65+";"85-89"
4976;23;1;0;"female";"65-";"10-14"
4977;10;0;1;"male";"65-";"45-49"
4978;32;0;0;"female";"65-";"55-59"
4979;39;0;0;"female";"65+";"90-94"
4980;19;0;0;"male";"65+";"90-94"
4981;12;0;0;"male";"65-";"55-59"
4982;14;1;0;"male";"65+";"65-69"
4983;20;1;0;"male";"65+";"95-99"
4984;28;0;0;"female";"65-";"35-39"
4985;14;0;0;"male";"65+";"65-69"
4986;14;0;0;"male";"65+";"65-69"
4987;31;0;1;"female";"65-";"50-54"
4988;1;1;1;"male";"65-";"0-4"
4989;36;1;0;"female";"65+";"75-79"
4990;32;0;0;"female";"65-";"55-59"
4991;15;1;0;"male";"65+";"70-74"
4992;37;0;1;"female";"65+";"80-84"
4993;7;0;0;"male";"65-";"30-34"
4994;36;0;0;"female";"65+";"75-79"
4995;27;0;0;"female";"65-";"30-34"
4996;38;1;1;"female";"65+";"85-89"
4997;29;0;0;"female";"65-";"40-44"
4998;25;0;0;"female";"65-";"20-24"
4999;15;1;1;"male";"65+";"70-74"
5000;3;1;0;"male";"65-";"10-14"
5001;31;1;0;"female";"65-";"50-54"
5002;13;1;0;"male";"65-";"60-64"
5003;24;1;0;"female";"65-";"15-19"
5004;29;0;1;"female";"65-";"40-44"
5005;4;0;0;"male";"65-";"15-19"
5006;7;1;0;"male";"65-";"30-34"
5007;30;0;0;"female";"65-";"45-49"
5008;19;0;0;"male";"65+";"90-94"
5009;5;1;0;"male";"65-";"20-24"
5010;11;0;0;"male";"65-";"50-54"
5011;37;0;0;"female";"65+";"80-84"
5012;32;1;1;"female";"65-";"55-59"
5013;26;0;1;"female";"65-";"25-29"
5014;21;0;1;"female";"65-";"0-4"
5015;38;0;0;"female";"65+";"85-89"
5016;19;0;1;"male";"65+";"90-94"
5017;19;1;1;"male";"65+";"90-94"
5018;39;0;0;"female";"65+";"90-94"
5019;3;0;1;"male";"65-";"10-14"
5020;28;1;1;"female";"65-";"35-39"
5021;4;0;1;"male";"65-";"15-19"
5022;13;1;1;"male";"65-";"60-64"
5023;37;0;1;"female";"65+";"80-84"
5024;23;0;0;"female";"65-";"10-14"
5025;11;0;1;"male";"65-";"50-54"
5026;34;1;1;"female";"65+";"65-69"
5027;7;0;0;"male";"65-";"30-34"
5028;35;1;0;"female";"65+";"70-74"
5029;25;1;1;"female";"65-";"20-24"
5030;27;1;1;"female";"65-";"30-34"
5031;16;1;0;"male";"65+";"75-79"
5032;22;0;1;"female";"65-";"5-9"
5033;6;0;1;"male";"65-";"25-29"
5034;34;1;0;"female";"65+";"65-69"
5035;1;1;1;"male";"65-";"0-4"
5036;21;0;0;"female";"65-";"0-4"
5037;14;1;1;"male";"65+";"65-69"
5038;33;0;1;"female";"65-";"60-64"
5039;26;1;0;"female";"65-";"25-29"
5040;32;1;0;"female";"65-";"55-59"
5041;15;0;1;"male";"65+";"70-74"
5042;10;0;0;"male";"65-";"45-49"
5043;18;1;0;"male";"65+";"85-89"
5044;4;0;1;"male";"65-";"15-19"
5045;14;1;1;"male";"65+";"65-69"
5046;30;1;1;"female";"65-";"45-49"
5047;24;1;0;"female";"65-";"15-19"
5048;34;1;1;"female";"65+";"65-69"
5049;31;0;0;"female";"65-";"50-54"
5050;14;1;0;"male";"65+";"65-69"
5051;37;1;1;"female";"65+";"80-84"
5052;17;0;0;"male";"65+";"80-84"
5053;3;1;1;"male";"65-";"10-14"
5054;27;1;0;"female";"65-";"30-34"
5055;24;0;0;"female";"65-";"15-19"
5056;31;0;1;"female";"65-";"50-54"
5057;17;0;0;"male";"65+";"80-84"
5058;33;1;1;"female";"65-";"60-64"
5059;35;1;0;"female";"65+";"70-74"
5060;28;1;1;"female";"65-";"35-39"
5061;40;0;0;"female";"65+";"95-99"
5062;26;1;0;"female";"65-";"25-29"
5063;20;0;1;"male";"65+";"95-99"
5064;34;1;1;"female";"65+";"65-69"
5065;27;0;1;"female";"65-";"30-34"
5066;31;0;0;"female";"65-";"50-54"
5067;35;1;0;"female";"65+";"70-74"
5068;25;1;1;"female";"65-";"20-24"
5069;38;1;1;"female";"65+";"85-89"
5070;24;0;0;"female";"65-";"15-19"
5071;36;0;1;"female";"65+";"75-79"
5072;37;0;0;"female";"65+";"80-84"
5073;1;0;1;"male";"65-";"0-4"
5074;40;1;0;"female";"65+";"95-99"
5075;5;1;1;"male";"65-";"20-24"
5076;22;1;0;"female";"65-";"5-9"
5077;16;0;1;"male";"65+";"75-79"
5078;19;1;1;"male";"65+";"90-94"
5079;39;1;1;"female";"65+";"90-94"
5080;6;1;0;"male";"65-";"25-29"
5081;23;1;1;"female";"65-";"10-14"
5082;12;1;0;"male";"65-";"55-59"
5083;22;0;1;"female";"65-";"5-9"
5084;28;0;0;"female";"65-";"35-39"
5085;22;1;0;"female";"65-";"5-9"
5086;12;1;0;"male";"65-";"55-59"
5087;29;0;0;"female";"65-";"40-44"
5088;40;0;1;"female";"65+";"95-99"
5089;36;0;0;"female";"65+";"75-79"
5090;13;1;0;"male";"65-";"60-64"
5091;34;0;1;"female";"65+";"65-69"
5092;14;1;0;"male";"65+";"65-69"
5093;1;0;0;"male";"65-";"0-4"
5094;16;0;1;"male";"65+";"75-79"
5095;1;1;0;"male";"65-";"0-4"
5096;8;1;1;"male";"65-";"35-39"
5097;19;0;1;"male";"65+";"90-94"
5098;38;0;0;"female";"65+";"85-89"
5099;32;0;1;"female";"65-";"55-59"
5100;3;0;0;"male";"65-";"10-14"
5101;3;1;0;"male";"65-";"10-14"
5102;29;0;0;"female";"65-";"40-44"
5103;31;0;1;"female";"65-";"50-54"
5104;37;0;1;"female";"65+";"80-84"
5105;6;1;0;"male";"65-";"25-29"
5106;3;0;1;"male";"65-";"10-14"
5107;25;1;1;"female";"65-";"20-24"
5108;35;1;1;"female";"65+";"70-74"
5109;20;0;0;"male";"65+";"95-99"
5110;10;0;1;"male";"65-";"45-49"
5111;5;0;1;"male";"65-";"20-24"
5112;11;0;1;"male";"65-";"50-54"
5113;39;0;0;"female";"65+";"90-94"
5114;17;1;0;"male";"65+";"80-84"
5115;31;1;0;"female";"65-";"50-54"
5116;4;1;1;"male";"65-";"15-19"
5117;40;1;0;"female";"65+";"95-99"
5118;16;0;1;"male";"65+";"75-79"
5119;31;1;1;"female";"65-";"50-54"
5120;13;0;1;"male";"65-";"60-64"
5121;15;1;0;"male";"65+";"70-74"
5122;13;0;0;"male";"65-";"60-64"
5123;18;0;1;"male";"65+";"85-89"
5124;21;1;0;"female";"65-";"0-4"
5125;12;1;0;"male";"65-";"55-59"
5126;37;1;0;"female";"65+";"80-84"
5127;4;0;0;"male";"65-";"15-19"
5128;29;0;1;"female";"65-";"40-44"
5129;1;1;0;"male";"65-";"0-4"
5130;40;0;0;"female";"65+";"95-99"
5131;21;0;0;"female";"65-";"0-4"
5132;18;1;0;"male";"65+";"85-89"
5133;38;1;0;"female";"65+";"85-89"
5134;17;1;1;"male";"65+";"80-84"
5135;27;1;1;"female";"65-";"30-34"
5136;29;1;1;"female";"65-";"40-44"
5137;16;0;0;"male";"65+";"75-79"
5138;17;1;0;"male";"65+";"80-84"
5139;32;1;0;"female";"65-";"55-59"
5140;2;1;0;"male";"65-";"5-9"
5141;23;1;0;"female";"65-";"10-14"
5142;5;1;1;"male";"65-";"20-24"
5143;29;0;0;"female";"65-";"40-44"
5144;38;0;1;"female";"65+";"85-89"
5145;28;1;0;"female";"65-";"35-39"
5146;37;1;1;"female";"65+";"80-84"
5147;18;1;0;"male";"65+";"85-89"
5148;32;1;1;"female";"65-";"55-59"
5149;35;0;1;"female";"65+";"70-74"
5150;31;1;1;"female";"65-";"50-54"
5151;26;1;0;"female";"65-";"25-29"
5152;8;0;0;"male";"65-";"35-39"
5153;3;0;0;"male";"65-";"10-14"
5154;37;1;0;"female";"65+";"80-84"
5155;30;1;0;"female";"65-";"45-49"
5156;27;1;1;"female";"65-";"30-34"
5157;40;0;0;"female";"65+";"95-99"
5158;6;0;1;"male";"65-";"25-29"
5159;25;1;0;"female";"65-";"20-24"
5160;16;1;1;"male";"65+";"75-79"
5161;40;1;0;"female";"65+";"95-99"
5162;8;1;1;"male";"65-";"35-39"
5163;28;0;0;"female";"65-";"35-39"
5164;7;1;0;"male";"65-";"30-34"
5165;29;0;1;"female";"65-";"40-44"
5166;7;1;1;"male";"65-";"30-34"
5167;17;0;1;"male";"65+";"80-84"
5168;16;1;0;"male";"65+";"75-79"
5169;1;1;0;"male";"65-";"0-4"
5170;2;0;0;"male";"65-";"5-9"
5171;6;1;1;"male";"65-";"25-29"
5172;30;1;0;"female";"65-";"45-49"
5173;18;1;0;"male";"65+";"85-89"
5174;28;0;0;"female";"65-";"35-39"
5175;6;1;0;"male";"65-";"25-29"
5176;6;1;0;"male";"65-";"25-29"
5177;3;1;0;"male";"65-";"10-14"
5178;36;0;0;"female";"65+";"75-79"
5179;20;0;0;"male";"65+";"95-99"
5180;23;1;0;"female";"65-";"10-14"
5181;11;0;1;"male";"65-";"50-54"
5182;24;0;1;"female";"65-";"15-19"
5183;40;1;0;"female";"65+";"95-99"
5184;29;0;1;"female";"65-";"40-44"
5185;22;0;0;"female";"65-";"5-9"
5186;25;0;0;"female";"65-";"20-24"
5187;27;0;0;"female";"65-";"30-34"
5188;25;0;0;"female";"65-";"20-24"
5189;28;0;1;"female";"65-";"35-39"
5190;16;1;0;"male";"65+";"75-79"
5191;21;1;1;"female";"65-";"0-4"
5192;24;1;0;"female";"65-";"15-19"
5193;30;1;0;"female";"65-";"45-49"
5194;31;0;1;"female";"65-";"50-54"
5195;29;1;1;"female";"65-";"40-44"
5196;28;0;1;"female";"65-";"35-39"
5197;32;1;0;"female";"65-";"55-59"
5198;8;1;0;"male";"65-";"35-39"
5199;34;1;0;"female";"65+";"65-69"
5200;33;1;0;"female";"65-";"60-64"
5201;35;0;0;"female";"65+";"70-74"
5202;18;0;1;"male";"65+";"85-89"
5203;21;0;0;"female";"65-";"0-4"
5204;7;0;0;"male";"65-";"30-34"
5205;5;0;0;"male";"65-";"20-24"
5206;16;0;0;"male";"65+";"75-79"
5207;1;0;1;"male";"65-";"0-4"
5208;2;0;0;"male";"65-";"5-9"
5209;14;0;0;"male";"65+";"65-69"
5210;28;0;0;"female";"65-";"35-39"
5211;3;0;0;"male";"65-";"10-14"
5212;39;1;1;"female";"65+";"90-94"
5213;16;0;1;"male";"65+";"75-79"
5214;23;0;0;"female";"65-";"10-14"
5215;17;1;1;"male";"65+";"80-84"
5216;30;1;1;"female";"65-";"45-49"
5217;25;1;1;"female";"65-";"20-24"
5218;13;1;0;"male";"65-";"60-64"
5219;39;1;0;"female";"65+";"90-94"
5220;7;0;1;"male";"65-";"30-34"
5221;39;0;1;"female";"65+";"90-94"
5222;11;0;0;"male";"65-";"50-54"
5223;33;1;0;"female";"65-";"60-64"
5224;16;1;1;"male";"65+";"75-79"
5225;24;0;1;"female";"65-";"15-19"
5226;28;1;1;"female";"65-";"35-39"
5227;27;1;0;"female";"65-";"30-34"
5228;31;1;0;"female";"65-";"50-54"
5229;20;0;1;"male";"65+";"95-99"
5230;22;0;1;"female";"65-";"5-9"
5231;3;0;0;"male";"65-";"10-14"
5232;20;0;1;"male";"65+";"95-99"
5233;39;1;0;"female";"65+";"90-94"
5234;28;0;1;"female";"65-";"35-39"
5235;36;0;0;"female";"65+";"75-79"
5236;16;0;0;"male";"65+";"75-79"
5237;36;1;1;"female";"65+";"75-79"
5238;23;0;0;"female";"65-";"10-14"
5239;13;0;1;"male";"65-";"60-64"
5240;33;1;0;"female";"65-";"60-64"
5241;29;0;1;"female";"65-";"40-44"
5242;17;1;1;"male";"65+";"80-84"
5243;28;0;1;"female";"65-";"35-39"
5244;16;1;1;"male";"65+";"75-79"
5245;3;1;0;"male";"65-";"10-14"
5246;20;1;0;"male";"65+";"95-99"
5247;18;0;0;"male";"65+";"85-89"
5248;20;1;0;"male";"65+";"95-99"
5249;26;1;0;"female";"65-";"25-29"
5250;18;1;1;"male";"65+";"85-89"
5251;27;1;0;"female";"65-";"30-34"
5252;24;0;1;"female";"65-";"15-19"
5253;11;1;0;"male";"65-";"50-54"
5254;37;1;1;"female";"65+";"80-84"
5255;39;0;1;"female";"65+";"90-94"
5256;2;1;0;"male";"65-";"5-9"
5257;39;0;1;"female";"65+";"90-94"
5258;18;0;1;"male";"65+";"85-89"
5259;31;0;1;"female";"65-";"50-54"
5260;35;0;0;"female";"65+";"70-74"
5261;11;0;1;"male";"65-";"50-54"
5262;28;1;0;"female";"65-";"35-39"
5263;7;0;1;"male";"65-";"30-34"
5264;16;0;1;"male";"65+";"75-79"
5265;4;0;1;"male";"65-";"15-19"
5266;22;1;1;"female";"65-";"5-9"
5267;11;0;1;"male";"65-";"50-54"
5268;40;1;1;"female";"65+";"95-99"
5269;2;0;1;"male";"65-";"5-9"
5270;27;1;0;"female";"65-";"30-34"
5271;28;0;0;"female";"65-";"35-39"
5272;23;1;1;"female";"65-";"10-14"
5273;3;1;0;"male";"65-";"10-14"
5274;27;1;0;"female";"65-";"30-34"
5275;5;1;0;"male";"65-";"20-24"
5276;32;1;1;"female";"65-";"55-59"
5277;31;0;1;"female";"65-";"50-54"
5278;19;1;1;"male";"65+";"90-94"
5279;27;1;1;"female";"65-";"30-34"
5280;32;0;0;"female";"65-";"55-59"
5281;35;0;0;"female";"65+";"70-74"
5282;13;1;1;"male";"65-";"60-64"
5283;28;1;0;"female";"65-";"35-39"
5284;22;1;1;"female";"65-";"5-9"
5285;19;1;0;"male";"65+";"90-94"
5286;1;1;0;"male";"65-";"0-4"
5287;27;0;0;"female";"65-";"30-34"
5288;35;1;1;"female";"65+";"70-74"
5289;3;1;1;"male";"65-";"10-14"
5290;31;0;0;"female";"65-";"50-54"
5291;22;1;0;"female";"65-";"5-9"
5292;33;1;1;"female";"65-";"60-64"
5293;23;1;0;"female";"65-";"10-14"
5294;36;0;1;"female";"65+";"75-79"
5295;32;0;0;"female";"65-";"55-59"
5296;25;1;1;"female";"65-";"20-24"
5297;20;1;1;"male";"65+";"95-99"
5298;24;1;1;"female";"65-";"15-19"
5299;22;1;1;"female";"65-";"5-9"
5300;28;0;1;"female";"65-";"35-39"
5301;4;1;0;"male";"65-";"15-19"
5302;7;1;0;"male";"65-";"30-34"
5303;29;0;0;"female";"65-";"40-44"
5304;2;1;0;"male";"65-";"5-9"
5305;2;0;0;"male";"65-";"5-9"
5306;8;0;1;"male";"65-";"35-39"
5307;24;0;1;"female";"65-";"15-19"
5308;8;0;0;"male";"65-";"35-39"
5309;27;0;0;"female";"65-";"30-34"
5310;27;0;1;"female";"65-";"30-34"
5311;37;1;1;"female";"65+";"80-84"
5312;4;1;1;"male";"65-";"15-19"
5313;33;0;1;"female";"65-";"60-64"
5314;4;0;0;"male";"65-";"15-19"
5315;34;0;0;"female";"65+";"65-69"
5316;12;0;1;"male";"65-";"55-59"
5317;2;1;0;"male";"65-";"5-9"
5318;32;0;1;"female";"65-";"55-59"
5319;38;1;1;"female";"65+";"85-89"
5320;19;0;1;"male";"65+";"90-94"
5321;14;0;1;"male";"65+";"65-69"
5322;16;1;0;"male";"65+";"75-79"
5323;40;0;1;"female";"65+";"95-99"
5324;28;0;0;"female";"65-";"35-39"
5325;11;1;1;"male";"65-";"50-54"
5326;27;1;1;"female";"65-";"30-34"
5327;5;0;1;"male";"65-";"20-24"
5328;36;0;1;"female";"65+";"75-79"
5329;31;1;1;"female";"65-";"50-54"
5330;9;1;1;"male";"65-";"40-44"
5331;20;0;0;"male";"65+";"95-99"
5332;32;1;0;"female";"65-";"55-59"
5333;36;0;1;"female";"65+";"75-79"
5334;7;1;1;"male";"65-";"30-34"
5335;13;1;0;"male";"65-";"60-64"
5336;9;0;1;"male";"65-";"40-44"
5337;7;1;0;"male";"65-";"30-34"
5338;12;1;0;"male";"65-";"55-59"
5339;32;0;0;"female";"65-";"55-59"
5340;35;1;0;"female";"65+";"70-74"
5341;17;1;0;"male";"65+";"80-84"
5342;11;0;1;"male";"65-";"50-54"
5343;35;1;0;"female";"65+";"70-74"
5344;9;0;0;"male";"65-";"40-44"
5345;30;1;0;"female";"65-";"45-49"
5346;16;0;0;"male";"65+";"75-79"
5347;17;0;1;"male";"65+";"80-84"
5348;20;0;0;"male";"65+";"95-99"
5349;23;0;1;"female";"65-";"10-14"
5350;25;1;0;"female";"65-";"20-24"
5351;26;1;0;"female";"65-";"25-29"
5352;20;0;0;"male";"65+";"95-99"
5353;5;1;0;"male";"65-";"20-24"
5354;15;0;0;"male";"65+";"70-74"
5355;12;0;1;"male";"65-";"55-59"
5356;33;1;0;"female";"65-";"60-64"
5357;25;1;0;"female";"65-";"20-24"
5358;1;1;1;"male";"65-";"0-4"
5359;39;0;1;"female";"65+";"90-94"
5360;12;0;0;"male";"65-";"55-59"
5361;32;1;1;"female";"65-";"55-59"
5362;30;1;0;"female";"65-";"45-49"
5363;28;0;0;"female";"65-";"35-39"
5364;4;1;0;"male";"65-";"15-19"
5365;33;1;0;"female";"65-";"60-64"
5366;21;0;1;"female";"65-";"0-4"
5367;28;1;0;"female";"65-";"35-39"
5368;30;0;0;"female";"65-";"45-49"
5369;11;1;0;"male";"65-";"50-54"
5370;21;0;0;"female";"65-";"0-4"
5371;36;1;0;"female";"65+";"75-79"
5372;1;0;0;"male";"65-";"0-4"
5373;6;0;1;"male";"65-";"25-29"
5374;25;1;0;"female";"65-";"20-24"
5375;7;0;1;"male";"65-";"30-34"
5376;17;1;0;"male";"65+";"80-84"
5377;25;0;0;"female";"65-";"20-24"
5378;8;0;0;"male";"65-";"35-39"
5379;39;0;0;"female";"65+";"90-94"
5380;29;1;0;"female";"65-";"40-44"
5381;12;0;0;"male";"65-";"55-59"
5382;23;1;0;"female";"65-";"10-14"
5383;35;0;0;"female";"65+";"70-74"
5384;15;1;1;"male";"65+";"70-74"
5385;18;1;1;"male";"65+";"85-89"
5386;3;0;1;"male";"65-";"10-14"
5387;28;1;1;"female";"65-";"35-39"
5388;1;0;1;"male";"65-";"0-4"
5389;4;0;1;"male";"65-";"15-19"
5390;21;0;1;"female";"65-";"0-4"
5391;6;1;1;"male";"65-";"25-29"
5392;8;1;0;"male";"65-";"35-39"
5393;39;0;0;"female";"65+";"90-94"
5394;34;0;1;"female";"65+";"65-69"
5395;21;1;1;"female";"65-";"0-4"
5396;15;1;0;"male";"65+";"70-74"
5397;22;0;0;"female";"65-";"5-9"
5398;9;0;1;"male";"65-";"40-44"
5399;1;1;1;"male";"65-";"0-4"
5400;8;0;1;"male";"65-";"35-39"
5401;36;0;0;"female";"65+";"75-79"
5402;10;0;0;"male";"65-";"45-49"
5403;18;1;1;"male";"65+";"85-89"
5404;34;0;0;"female";"65+";"65-69"
5405;28;0;0;"female";"65-";"35-39"
5406;19;0;0;"male";"65+";"90-94"
5407;26;1;0;"female";"65-";"25-29"
5408;11;1;0;"male";"65-";"50-54"
5409;27;1;0;"female";"65-";"30-34"
5410;37;1;1;"female";"65+";"80-84"
5411;14;0;0;"male";"65+";"65-69"
5412;22;1;0;"female";"65-";"5-9"
5413;39;0;1;"female";"65+";"90-94"
5414;24;0;1;"female";"65-";"15-19"
5415;23;0;1;"female";"65-";"10-14"
5416;34;1;1;"female";"65+";"65-69"
5417;18;0;1;"male";"65+";"85-89"
5418;6;0;1;"male";"65-";"25-29"
5419;38;1;0;"female";"65+";"85-89"
5420;26;1;1;"female";"65-";"25-29"
5421;15;1;0;"male";"65+";"70-74"
5422;28;1;1;"female";"65-";"35-39"
5423;4;0;0;"male";"65-";"15-19"
5424;28;1;0;"female";"65-";"35-39"
5425;1;1;1;"male";"65-";"0-4"
5426;36;1;0;"female";"65+";"75-79"
5427;19;1;0;"male";"65+";"90-94"
5428;1;1;1;"male";"65-";"0-4"
5429;12;0;0;"male";"65-";"55-59"
5430;32;0;0;"female";"65-";"55-59"
5431;17;1;0;"male";"65+";"80-84"
5432;15;0;1;"male";"65+";"70-74"
5433;22;1;1;"female";"65-";"5-9"
5434;8;1;1;"male";"65-";"35-39"
5435;40;0;1;"female";"65+";"95-99"
5436;19;1;1;"male";"65+";"90-94"
5437;30;0;1;"female";"65-";"45-49"
5438;16;0;1;"male";"65+";"75-79"
5439;17;0;0;"male";"65+";"80-84"
5440;21;0;0;"female";"65-";"0-4"
5441;36;1;1;"female";"65+";"75-79"
5442;25;1;1;"female";"65-";"20-24"
5443;16;1;0;"male";"65+";"75-79"
5444;33;1;0;"female";"65-";"60-64"
5445;28;0;1;"female";"65-";"35-39"
5446;19;0;0;"male";"65+";"90-94"
5447;36;0;0;"female";"65+";"75-79"
5448;17;1;0;"male";"65+";"80-84"
5449;19;0;0;"male";"65+";"90-94"
5450;1;0;1;"male";"65-";"0-4"
5451;2;1;0;"male";"65-";"5-9"
5452;36;1;1;"female";"65+";"75-79"
5453;13;1;0;"male";"65-";"60-64"
5454;10;0;1;"male";"65-";"45-49"
5455;39;0;0;"female";"65+";"90-94"
5456;16;1;1;"male";"65+";"75-79"
5457;17;1;1;"male";"65+";"80-84"
5458;10;0;1;"male";"65-";"45-49"
5459;35;1;1;"female";"65+";"70-74"
5460;10;0;1;"male";"65-";"45-49"
5461;27;1;1;"female";"65-";"30-34"
5462;33;1;0;"female";"65-";"60-64"
5463;22;0;1;"female";"65-";"5-9"
5464;40;0;1;"female";"65+";"95-99"
5465;1;1;0;"male";"65-";"0-4"
5466;36;0;1;"female";"65+";"75-79"
5467;31;0;0;"female";"65-";"50-54"
5468;37;0;1;"female";"65+";"80-84"
5469;11;0;1;"male";"65-";"50-54"
5470;22;1;0;"female";"65-";"5-9"
5471;15;0;1;"male";"65+";"70-74"
5472;23;0;0;"female";"65-";"10-14"
5473;12;1;1;"male";"65-";"55-59"
5474;26;0;0;"female";"65-";"25-29"
5475;39;0;1;"female";"65+";"90-94"
5476;31;0;1;"female";"65-";"50-54"
5477;5;0;0;"male";"65-";"20-24"
5478;13;0;0;"male";"65-";"60-64"
5479;1;1;0;"male";"65-";"0-4"
5480;18;0;1;"male";"65+";"85-89"
5481;29;1;0;"female";"65-";"40-44"
5482;18;0;0;"male";"65+";"85-89"
5483;32;1;0;"female";"65-";"55-59"
5484;3;0;1;"male";"65-";"10-14"
5485;18;0;1;"male";"65+";"85-89"
5486;31;1;1;"female";"65-";"50-54"
5487;17;1;0;"male";"65+";"80-84"
5488;36;1;1;"female";"65+";"75-79"
5489;38;0;1;"female";"65+";"85-89"
5490;8;0;0;"male";"65-";"35-39"
5491;1;0;0;"male";"65-";"0-4"
5492;8;0;0;"male";"65-";"35-39"
5493;6;0;0;"male";"65-";"25-29"
5494;12;1;1;"male";"65-";"55-59"
5495;31;1;1;"female";"65-";"50-54"
5496;28;1;0;"female";"65-";"35-39"
5497;27;0;0;"female";"65-";"30-34"
5498;3;0;1;"male";"65-";"10-14"
5499;37;0;0;"female";"65+";"80-84"
5500;6;1;0;"male";"65-";"25-29"
5501;9;1;0;"male";"65-";"40-44"
5502;7;1;1;"male";"65-";"30-34"
5503;3;0;0;"male";"65-";"10-14"
5504;29;1;1;"female";"65-";"40-44"
5505;33;0;1;"female";"65-";"60-64"
5506;17;0;0;"male";"65+";"80-84"
5507;39;1;1;"female";"65+";"90-94"
5508;13;0;0;"male";"65-";"60-64"
5509;20;1;1;"male";"65+";"95-99"
5510;39;0;1;"female";"65+";"90-94"
5511;39;1;0;"female";"65+";"90-94"
5512;37;0;1;"female";"65+";"80-84"
5513;38;0;1;"female";"65+";"85-89"
5514;27;0;0;"female";"65-";"30-34"
5515;28;1;0;"female";"65-";"35-39"
5516;5;1;1;"male";"65-";"20-24"
5517;27;0;0;"female";"65-";"30-34"
5518;21;0;1;"female";"65-";"0-4"
5519;5;1;1;"male";"65-";"20-24"
5520;1;1;0;"male";"65-";"0-4"
5521;40;0;1;"female";"65+";"95-99"
5522;20;1;0;"male";"65+";"95-99"
5523;26;0;0;"female";"65-";"25-29"
5524;37;1;0;"female";"65+";"80-84"
5525;18;1;0;"male";"65+";"85-89"
5526;16;1;0;"male";"65+";"75-79"
5527;10;1;1;"male";"65-";"45-49"
5528;13;0;0;"male";"65-";"60-64"
5529;1;0;1;"male";"65-";"0-4"
5530;27;1;0;"female";"65-";"30-34"
5531;15;1;0;"male";"65+";"70-74"
5532;39;1;0;"female";"65+";"90-94"
5533;7;0;0;"male";"65-";"30-34"
5534;10;0;1;"male";"65-";"45-49"
5535;21;0;0;"female";"65-";"0-4"
5536;17;0;0;"male";"65+";"80-84"
5537;38;1;1;"female";"65+";"85-89"
5538;23;1;0;"female";"65-";"10-14"
5539;34;1;0;"female";"65+";"65-69"
5540;29;0;1;"female";"65-";"40-44"
5541;2;1;0;"male";"65-";"5-9"
5542;27;1;1;"female";"65-";"30-34"
5543;23;0;0;"female";"65-";"10-14"
5544;14;0;0;"male";"65+";"65-69"
5545;7;1;0;"male";"65-";"30-34"
5546;19;1;1;"male";"65+";"90-94"
5547;2;0;0;"male";"65-";"5-9"
5548;23;0;0;"female";"65-";"10-14"
5549;5;1;1;"male";"65-";"20-24"
5550;37;0;0;"female";"65+";"80-84"
5551;4;1;0;"male";"65-";"15-19"
5552;34;0;1;"female";"65+";"65-69"
5553;7;0;1;"male";"65-";"30-34"
5554;9;0;1;"male";"65-";"40-44"
5555;37;0;1;"female";"65+";"80-84"
5556;17;0;1;"male";"65+";"80-84"
5557;2;0;0;"male";"65-";"5-9"
5558;2;1;0;"male";"65-";"5-9"
5559;26;0;0;"female";"65-";"25-29"
5560;24;1;1;"female";"65-";"15-19"
5561;21;1;0;"female";"65-";"0-4"
5562;31;1;1;"female";"65-";"50-54"
5563;18;0;1;"male";"65+";"85-89"
5564;27;1;1;"female";"65-";"30-34"
5565;20;0;0;"male";"65+";"95-99"
5566;28;0;1;"female";"65-";"35-39"
5567;15;0;1;"male";"65+";"70-74"
